"Entidade";"Número/Ano Obra";"Número/Ano Intervenção";"Nome Empresa";"CPF/CNPJ";"Valor Total";"Descrição";"Data de Cadastro";"Data de Início";"Previsão Conclusão";"Percentual Conclusão (%)";"Situação"
"MUNICÍPIO DE CASCAVEL";"21 / 2018";"21 / 2018";"ADALTA CONSTRUTORA LTDA; ADALTA CONSTRUTORA LTDA";"08.727.496/0001-01; 08.727.496/0001-01";"1192550.6600";"CP 21-2017 - CONSTRUÇÃO DA UNIDADE DE SAÚDE DA FAMÍLIA (USF) NEVA";"27/04/2018";"27/04/2018";"02/03/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"48 / 2019";"48 / 2019";"DWG ENGENHARIA E ASSESSORIA TECNICA LTDA";"26.900.062/0001-43";"56901.4500";"TP 16-2019 - REFORMA DO POSTO DE BOMBEIROS TENENTE EDY";"25/09/2019";"25/09/2019";"22/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"52 / 2018";"52 / 2018";"XR - INDUSTRIA DE ARTEFATOS DE CIMENTO LTDA";"20.345.029/0001-12";"235823.9400";"TP 14-2018 - REFORMA DAS INSTALAÇÕES SANITÁRIAS DA ESCOLA DO CAMPO JOSÉ BONIFÁCIO";"06/09/2018";"06/09/2018";"02/02/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"55 / 2018";"55 / 2018";"MOZIONE OESTE CONSTRUCOES LTDA";"75.523.910/0001-58";"2352662.4600";"CP 13-2018 - CONSTRUÇÃO DO CMEI OSCAR NIEMEYER (CMEI PROFESSORA NAIR PANDOLFO ZAFFARI)";"19/09/2018";"19/09/2018";"15/07/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"34 / 2023";"34 / 2023";"F ZANCANARO  TERRAPLENAGEM LTDA; F ZANCANARO  TERRAPLENAGEM LTDA";"05.461.328/0001-29; 05.461.328/0001-29";"3950694.8300";"CP 25-2023 - PAVIMENTAÇÃO NA ESTRADA VICINAL EZUEL PORTES";"21/12/2023";"28/12/2023";"23/08/2024";"12.96";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"15 / 2018";"15 / 2018";"CONSTRUTORA C. MAIA LTDA";"08.921.151/0001-94";"96379.0900";"TP 22-2017 - CONSTRUÇÃO DE MURO, PÓRTICO DE ACESSO E SUBSTITUIÇÃO DE PISO NA ESCOLA MUNICIPAL EMILIA";"03/04/2018";"03/04/2018";"31/07/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"16 / 2018";"16 / 2018";"XR - INDUSTRIA DE ARTEFATOS DE CIMENTO LTDA; XR - INDUSTRIA DE ARTEFATOS DE CIMENTO LTDA";"20.345.029/0001-12; 20.345.029/0001-12";"456148.4900";"TP 19-2017 - REFORMA DAS DEPENDÊNCIAS DO QUARTEL CENTRAL DO CORPO DE BOMBEIROS";"27/03/2018";"01/04/2018";"27/09/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"23 / 2018";"23 / 2018";"DESMECAL CONSTRUTORA LTDA";"76.124.254/0001-83";"532133.6000";"CP 2-2018 - LOTE 01 - ADEQUAÇÃO E CASCALHAMENTO DAS ESTRADAS RURAIS LINHA VELHA";"23/05/2018";"23/05/2018";"18/03/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"24 / 2018";"24 / 2018";"DESMECAL CONSTRUTORA LTDA";"76.124.254/0001-83";"532133.6000";"CP 2-2018 - LOTE 02 - ADEQUAÇÃO E CASCALHAMENTO DAS ESTRADAS RURAIS JANGADINHA (BOM RETIRO)";"23/05/2018";"23/05/2018";"19/09/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"25 / 2018";"25 / 2018";"CONSTRUTORA DE OBRAS LUNICA LTDA; CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77; 15.566.795/0001-77";"404960.5400";"TP 3-2018 - LOTE 01 - CONSTRUÇÃO DE QUADRA ESPORTIVA DE GRAMA SINTÉTICA NO BAIRRO FLORESTA";"23/05/2018";"23/05/2018";"20/08/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"26 / 2018";"26 / 2018";"CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77";"403397.5200";"TP 3-2018 - LOTE 02 - CONSTRUÇÃO DE QUADRA ESPORTIVA DE GRAMA SINTÉTICA NO BAIRRO PARQUE VERDE";"23/05/2018";"23/05/2018";"19/09/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"27 / 2018";"27 / 2018";"CALEMA CONSTRUCOES E OBRAS LTDA";"13.158.037/0001-94";"346127.1300";"CP 03-2018 - CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE 3.720,70 m² DE PAVIMENTAÇÃO DA AVENIDA AMAZÔNIA";"28/05/2018";"28/05/2018";"24/09/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"42 / 2018";"42 / 2018";"ELETRICA GLOBAL CONSTRUTORA DE OBRAS EIRELI";"18.635.181/0001-98";"39967.6000";"TP 05-2018 (LOTE 02) - ILUMINAÇÃO EXTERNA CENTRO DE INICIAÇÃO DO ESPORTE (CIE)";"29/06/2018";"29/06/2018";"26/09/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"43 / 2018";"43 / 2018";"CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77";"172018.1700";"TP 05-2018 (LOTE 01) - CALÇADA EXTERNA E PAISAGISMO CENTRO DE INICIAÇÃO DO ESPORTE (CIE)";"29/06/2018";"29/06/2018";"26/09/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"45 / 2018";"45 / 2018";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"341219.1500";"TP 08-2018 - FECHAMENTO E AMPLIAÇÃO DE BARRACÃO PRÉ-MOLDADO-PARQUE DE EXPOSIÇÕES CELSO G.CID";"10/07/2018";"10/07/2018";"06/12/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"28 / 2018";"28 / 2018";"AMT ENGENHARIA LTDA";"28.492.749/0001-12";"50702.5700";"TP 06-2018 - REFORMA E MODERNIZAÇÃO DA PISTA DE ATLETISMO DO COMPLEXO ESPORTIVO CIRO NARDI";"29/05/2018";"29/05/2018";"27/06/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"30 / 2018";"30 / 2018";"PONTES & SILVESTRO TERRAPLENAGEM E CONSTRUÇÃO LTDA";"10.278.565/0001-99";"5851899.0000";"CP 1-2018 (LOTE 02) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"15/06/2018";"15/06/2018";"09/06/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"46 / 2018";"46 / 2018";"GIGA LUZ INSTALACOES ELETRICAS LTDA";"17.379.750/0001-19";"66032.8500";"TP 11-2018 (LOTE 01 A LOTE 05-LOTE 07-LOTE 12) - ILUMINAÇÃO PÚBLICA - EXTENSÃO E ADEQUAÇÃO DE REDE";"25/07/2018";"25/07/2018";"21/11/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"48 / 2018";"48 / 2018";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"183052.6800";"TP 11-2018 (LOTE 08) - ILUMINAÇÃO PÚBLICA - EXTENSÃO E ADEQUAÇÃO DE REDE";"25/07/2018";"25/07/2018";"20/01/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"47 / 2018";"47 / 2018";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"183052.6800";"TP 11-2018 (LOTE10-LOTE 11-LOTE 13) - ILUMINAÇÃO PÚBLICA - EXTENSÃO E ADEQUAÇÃO DE REDE";"25/07/2018";"25/07/2018";"21/11/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"56 / 2018";"56 / 2018";"IRMAOS PIZATO LTDA";"18.081.995/0001-28";"120353.0001";"TP 12-2018 - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"25/09/2018";"25/09/2018";"22/01/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"54 / 2018";"54 / 2018";"DWG ENGENHARIA E ASSESSORIA TECNICA LTDA";"26.900.062/0001-43";"279782.3600";"TP 15-2018 - CONSTRUÇÃO DE CÉLULA NO ATERRO SANITÁRIO DE CASCAVEL";"13/09/2018";"13/09/2018";"11/12/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"143 / 2018";"51 / 2018";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"3288264.8200";"CP 12-2018 - EXECUÇÃO DE OBRAS DE REURBANIZAÇÃO DA RUA IPANEMA";"07/08/2018";"07/08/2018";"02/02/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"59 / 2018";"59 / 2018";"AMT ENGENHARIA LTDA; AMT ENGENHARIA LTDA";"28.492.749/0001-12; 28.492.749/0001-12";"130370.9000";"TP 19-2018 - REFORMA DA PISCINA TÉRMICA DA REGIÃO NORTE";"30/11/2018";"30/11/2018";"27/02/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"63 / 2018";"63 / 2018";"SINALES SINALIZAÇÃO ESPIRITO SANTO LTDA";"36.377.091/0001-26";"628077.6400";"CP 28-2018 - SINALIZAÇÃO HORIZONTAL - FAIXAS EXCLUSIVAS PARA TRANSPORTE COLETIVO";"11/12/2018";"11/12/2018";"10/03/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"36 / 2018";"36 / 2018";"SCG CONSTRUTORA DE OBRAS LTDA - EPP";"18.198.933/0001-09";"1173395.0000";"CP 07-2018 - PAVIMENTAÇÃO URBANA - RECAPE NA RUA JORGE LACERDA";"06/06/2018";"06/06/2018";"03/10/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"2 / 2019";"2 / 2019";"WZK CONSTRUCOES LTDA";"12.066.060/0001-96";"788079.8400";"TP 20-2018 - REFORMA DA ESCOLA MUNICIPAL FLORÊNCIO CARLOS DE ARAÚJO NETO - 1ª FASE";"06/02/2019";"06/02/2019";"05/07/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"29 / 2018";"29 / 2018";"PONTES & SILVESTRO TERRAPLENAGEM E CONSTRUÇÃO LTDA";"10.278.565/0001-99";"5851899.0000";"CP 1-2018 (LOTE 01) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"15/06/2018";"15/06/2018";"08/08/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"35 / 2018";"35 / 2018";"PLANO ENGENHARIA LTDA - EPP";"21.602.725/0001-20";"583973.5700";"TP 04-2018 - REFORMA DO GINÁSIO SÉRGIO MAURO FESTUGATTO";"06/06/2018";"06/06/2018";"02/11/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"38 / 2018";"38 / 2018";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"827372.5100";"TP 07-2018 - REFORMAR E AMPLIAR A USF COLMÉIA";"07/06/2018";"07/06/2018";"02/01/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"39 / 2018";"39 / 2018";"IMPONENCE CONSTRUTORA E INCORPORADORA LTDA; IMPONENCE CONSTRUTORA E INCORPORADORA LTDA; IMPONENCE CONSTRUTORA E INCORPORADORA LTDA";"04.379.027/0001-98; 04.379.027/0001-98; 04.379.027/0001-98";"7015135.7400";"CP 08-2018 - CENTRO DE ATENDIMENTO AMBULATORIAL - CISOP";"11/06/2018";"11/06/2018";"05/06/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"6 / 2020";"6 / 2020";"J E CONSTRUTORA LTDA; J E CONSTRUTORA LTDA";"75.636.993/0001-91; 75.636.993/0001-91";"387065.7700";"TP 22-2019 - PISTA DE SKATE NO COMPLEXO ESPORTIVO CIRO NARDI";"31/01/2020";"31/01/2020";"28/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"31 / 2018";"31 / 2018";"PONTES & SILVESTRO TERRAPLENAGEM E CONSTRUÇÃO LTDA";"10.278.565/0001-99";"5851899.0000";"CP 1-2018 (LOTE 03) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"15/06/2018";"15/06/2018";"11/12/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"7 / 2019";"7 / 2019";"CONTERSOLO CONSTRUTORA DE OBRAS LTDA";"03.436.676/0001-10";"3750001.1100";"CP 25-2018 - EXECUÇÃO DAS OBRAS DE PAVIMENTAÇÃO ASFÁLTICA DO BINÁRIO KENNEDY- RECIFE";"20/03/2019";"22/03/2019";"17/09/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"2 / 2016";"2 / 2016";"ELETRICA GLOBAL CONSTRUTORA DE OBRAS EIRELI";"18.635.181/0001-98";"99678.54";"ILUMINAÇÃO PÚBLICA AV. ROCHA POMBO - TP 27/2015";"29/01/2016";"29/01/2016";"13/03/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"1 / 2016";"1 / 2016";"ELETRICA GLOBAL CONSTRUTORA DE OBRAS EIRELI";"18.635.181/0001-98";"67856.30";"ILUMINAÇÃO PÚBLICA - PRAÇA GETÚLIO VARGAS - TP 24/2015";"29/01/2016";"29/01/2016";"13/03/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"3 / 2016";"3 / 2016";"CONSTRUTORA IMEDIATA LTDA";"10.496.232/0001-36";"1647999.99";"ESCOLA MUNICIPAL ITA SAMPAIO - CP 03/2015";"29/01/2016";"29/01/2016";"26/07/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"5 / 2016";"5 / 2016";"ECOLUX ENGENHARIA E ILUMINAÇÃO LTDA; ECOLUX ENGENHARIA E ILUMINAÇÃO LTDA; ECOLUX ENGENHARIA E ILUMINAÇÃO LTDA";"01.101.142/0001-08; 01.101.142/0001-08; 01.101.142/0001-08";"5065664.9000";"ILUMINAÇÃO PÚBLICA - CALÇADÃO DA AVENIDA BRASIL - CP 19/2015";"24/03/2016";"24/03/2016";"18/03/2017";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"7 / 2016";"7 / 2016";"EDIFICAR - CONSTRUÇÕES E COMERCIO LTDA.";"07.017.524/0001-34";"206393.9600";"CMEI PARAÍSO DA CRIANÇA - TP 32/2015";"15/04/2016";"15/04/2016";"12/08/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"4 / 2016";"4 / 2016";"LEGNET ENGENHARIA LTDA; LEGNET ENGENHARIA LTDA; LEGNET ENGENHARIA LTDA";"76.986.496/0001-86; 76.986.496/0001-86; 76.986.496/0001-86";"6969331.9900";" VIADUTO BR 277 - CP 17/2015";"21/03/2016";"21/03/2016";"15/12/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"8 / 2016";"8 / 2016";"CONSTRUTORA DE OBRAS LUNICA LTDA; CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77; 15.566.795/0001-77";"338964.9700";"CMEI PROF.ª ARACY LOPES POMPEU - TP 33/2015";"20/04/2016";"20/04/2016";"16/09/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"1 / 2013";"49 / 2013";"ENGETECNE  CONSTRUÇÃO CIVIL LTDA EPP; ENGETECNE  CONSTRUÇÃO CIVIL LTDA EPP";"10.484.006/0001-35; 10.484.006/0001-35";"1218466.85";"UBS PRESIDENTE - TP 43/2013";"30/12/2013";"30/12/2013";"25/09/2014";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"1 / 2014";"13 / 2014";"ENGETECNE  CONSTRUÇÃO CIVIL LTDA EPP; ENGETECNE  CONSTRUÇÃO CIVIL LTDA EPP";"10.484.006/0001-35; 10.484.006/0001-35";"1042379.70";"UBS PIONEIROS CATARINENSES - TP 40/2013";"11/03/2014";"11/03/2014";"05/12/2014";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"2 / 2014";"14 / 2014";"OZELAME CONSTRUCOES CIVIS LTDA";"00.395.561/0001-37";"459607.77";"ESCOLA MUNICIPAL QUINTINO BOCAIÚVA - TP 46/2013";"03/03/2014";"03/03/2014";"28/10/2016";"96.18";"Concluída"
"MUNICÍPIO DE CASCAVEL";"9 / 2016";"9 / 2016";"CALEMA CONSTRUCOES E OBRAS LTDA";"13.158.037/0001-94";"1818399.0000";"INFRAESTRUTURA - CP 02/2016 - LOTEAMENTO GRALHA AZUL E LOTEAMENTO JABORÁ";"17/05/2016";"17/05/2016";"13/09/2016";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"4 / 2014";"17 / 2014";"NICOL- NAKAZIMA INCORPORADORA E CONSTRUTORA LTDA; NICOL- NAKAZIMA INCORPORADORA E CONSTRUTORA LTDA";"75.829.507/0001-51; 75.829.507/0001-51";"6385872.01";"CENTRO DE ATENDIMENTO AMBULATORIAL DE ESPECIALIDADES - CISOP - CP 08/2013";"02/05/2014";"02/05/2014";"23/10/2015";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"5 / 2014";"24 / 2014";"SCG CONSTRUTORA DE OBRAS LTDA - EPP";"18.198.933/0001-09";"3097500.00";"PAVIMENTAÇÃO DE VIAS URBANAS - BAIRRO BRAZMADEIRA - CP 07/2014";"11/06/2014";"11/06/2014";"07/12/2014";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"7 / 2014";"39 / 2014";"INTERLAGOS MATERIAIS DE CONSTRUCAO LTDA; INTERLAGOS MATERIAIS DE CONSTRUCAO LTDA";"02.328.802/0001-50; 02.328.802/0001-50";"199728.76";"ESCOLA MUNICIPAL ALOYS JOAO MANN - TP 24/2014";"05/11/2014";"05/11/2014";"03/05/2015";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"66 / 2018";"66 / 2018";"WZK CONSTRUCOES LTDA; WZK CONSTRUCOES LTDA; WZK CONSTRUCOES LTDA";"12.066.060/0001-96; 12.066.060/0001-96; 12.066.060/0001-96";"2603003.9800";"CP 26-2018 - UNIDADE DE PRONTO ATENDIMENTO (UPA) BRASILIA";"26/12/2018";"26/12/2018";"20/12/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"32 / 2018";"32 / 2018";"PONTES & SILVESTRO TERRAPLENAGEM E CONSTRUÇÃO LTDA";"10.278.565/0001-99";"5851899.0000";"CP 1-2018 (LOTE 04) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"15/06/2018";"15/06/2018";"11/12/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"3 / 2024";"3 / 2024";"CANZI E KNEBEL CONSTRUTORA E INCORP LTDA";"33.103.736/0001-44";"878012.3600";"TP 01-2023 - CONSTRUÇÃO DO SALÃO COMUNITÁRIO SÃO JOÃO D'OESTE";"29/02/2024";"15/03/2024";"09/11/2024";"27.79";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"33 / 2018";"33 / 2018";"PONTES & SILVESTRO TERRAPLENAGEM E CONSTRUÇÃO LTDA";"10.278.565/0001-99";"5851899.0000";"CP 1-2018 (LOTE 05) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"15/06/2018";"15/06/2018";"09/02/2019";"0";"Cancelada"
"MUNICÍPIO DE CASCAVEL";"9 / 2019";"9 / 2019";"MOZIONE OESTE CONSTRUCOES LTDA";"75.523.910/0001-58";"330536.7400";"TP 31-2018 - REFORMA DO GINÁSIO DE ESPORTES ODILON REINHARDT";"02/04/2019";"03/04/2019";"29/09/2019";"88.62";"Concluída"
"MUNICÍPIO DE CASCAVEL";"11 / 2019";"11 / 2019";"ADALTA CONSTRUTORA LTDA; ADALTA CONSTRUTORA LTDA";"08.727.496/0001-01; 08.727.496/0001-01";"1390314.8700";"TP 26-2018 - CONSTRUÇÃO DA UNIDADE DE SAÚDE DA FAMÍLIA - USF CIDADE VERDE";"30/04/2019";"30/04/2019";"26/09/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"34 / 2018";"34 / 2018";"PONTES & SILVESTRO TERRAPLENAGEM E CONSTRUÇÃO LTDA";"10.278.565/0001-99";"5851899.0000";"CP 1-2018 (LOTE 06) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"15/06/2018";"15/06/2018";"10/04/2019";"0";"Cancelada"
"MUNICÍPIO DE CASCAVEL";"40 / 2018";"40 / 2018";"IRMAOS PIZATO LTDA";"18.081.995/0001-28";"963280.8000";"CP 4-2018 (LOTE 01) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"27/06/2018";"27/06/2018";"24/10/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"41 / 2018";"41 / 2018";"IRMAOS PIZATO LTDA";"18.081.995/0001-28";"963280.8000";"CP 4-2018 (LOTE 02) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"27/06/2018";"27/06/2018";"21/02/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"50 / 2018";"50 / 2018";"SCG CONSTRUTORA DE OBRAS LTDA - EPP";"18.198.933/0001-09";"167651.5900";"CP 06-2018 - PAVIMENTAÇÃO URBANA - RUA COPACABANA E RUA LEBLOM";"30/07/2018";"30/07/2018";"27/10/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"53 / 2018";"53 / 2018";"GIGA LUZ INSTALACOES ELETRICAS LTDA";"17.379.750/0001-19";"57800.0000";"TP 11-2018 (LOTE 06-LOTE 09-LOTE 14-LOTE15) - ILUMINAÇÃO PÚBLICA - EXTENSÃO E ADEQUAÇÃO DE REDE";"11/09/2018";"11/09/2018";"08/01/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"22 / 2018";"22 / 2018";"LM PROJETOS E EXECUÇÃO LTDA";"01.289.860/0001-50";"1752399.0300";"CP 25-2017 - EXECUÇÃO DE REFORMAS E ADEQUAÇÕES DE UBS E USF";"18/05/2018";"18/05/2018";"11/02/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"60 / 2018";"60 / 2018";"COSTA OESTE CONSTRUCOES LTDA";"02.356.306/0001-00";"1666360.4000";"CP 19-2018 - EXECUÇÃO DE OBRAS - AVENIDA BRASIL TRECHO ENTRE AS RUAS LINS E CAPANEMA";"04/12/2018";"04/12/2018";"02/04/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"14 / 2019";"14 / 2019";"ABEL SGARIONI ENGENHARIA E CONSTRUÇÃO CIVIL LTDA; ABEL SGARIONI ENGENHARIA E CONSTRUÇÃO CIVIL LTDA; ABEL SGARIONI ENGENHARIA E CONSTRUÇÃO CIVIL LTDA";"07.993.729/0001-55; 07.993.729/0001-55; 07.993.729/0001-55";"1569439.6400";"TP 4-2019 - MODERNIZAÇÃO DO COMPLEXO ESPORTIVO DA REGIÃO NORTE";"13/06/2019";"13/06/2019";"09/12/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"49 / 2018";"49 / 2018";"SCG CONSTRUTORA DE OBRAS LTDA - EPP";"18.198.933/0001-09";"521000.4400";"CP 09-2018 - PAVIMENTAÇÃO URBANA - RUA 13 DE MAIO";"30/07/2018";"30/07/2018";"26/11/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"3 / 2018";"3 / 2018";"SCG CONSTRUTORA DE OBRAS LTDA - EPP";"18.198.933/0001-09";"4771196.8700";"CP 17-2017 - AVENIDA TITO MUFFATO";"25/01/2018";"25/01/2018";"20/11/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"57 / 2018";"57 / 2018";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"170500.0000";"TP 17-2018 - PAVIMENTAÇÃO URBANA - DISTRITO DE JUVINÓPOLIS";"10/10/2018";"19/10/2018";"16/01/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"61 / 2018";"61 / 2018";"CONSTRUPAR CONSTRUCOES LTDA";"03.096.398/0001-08";"2350214.3000";"CP 22-2018 - CONSTRUÇÃO DO CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL TERRA NOVA";"06/12/2018";"06/12/2018";"01/10/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"65 / 2018";"65 / 2018";"IRMAOS PIZATO LTDA";"18.081.995/0001-28";"2954283.4000";"CP 21-2018 - (LOTE 02) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"13/12/2018";"18/12/2018";"10/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"64 / 2018";"64 / 2018";"IRMAOS PIZATO LTDA";"18.081.995/0001-28";"2954283.4000";"CP 21-2018 - (LOTE 01) - ADEQUAÇÃO E CONSTRUÇÃO DE PAVIMENTAÇÃO POLIÉDRICA EM ESTRADAS RURAIS";"13/12/2018";"18/12/2018";"10/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"6 / 2024";"6 / 2024";"COSTA OESTE CONSTRUCOES LTDA";"02.356.306/0001-00";"5966653.9300";"CP 24-2023 - REFORMA DO HOSPITAL DA RETAGUARDA ALLAN BRAME PINHO-ETAPA 1";"16/04/2024";"26/04/2024";"25/04/2025";"2.09";"Em Andamento"
"MUNICÍPIO DE CASCAVEL";"37 / 2018";"37 / 2018";"CALEMA CONSTRUCOES E OBRAS LTDA";"13.158.037/0001-94";"276641.2600";"CP 05-2018 - PAVIMENTAÇÃO URBANA - RUAS NO LOTEAMENTO ENCANTADO";"06/06/2018";"06/06/2018";"03/10/2018";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"5 / 2019";"5 / 2019";"MOZIONE OESTE CONSTRUCOES LTDA";"75.523.910/0001-58";"186626.0700";"TP 29-2018 - MANUTENÇÃO DO CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL SELONY BUENO DREHMER";"08/03/2019";"08/03/2019";"05/07/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"10 / 2019";"10 / 2019";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"5744739.4600";"CP 33-2018 - REURBANIZAÇÃO E PAVIMENTAÇÃO ASFÁLTICA DA RUA JOSÉ DE SÁ CAVALCANTE E RUA JEQUITIBÁ";"30/04/2019";"30/04/2019";"25/11/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"13 / 2019";"13 / 2019";"PETROCON CONSTRUTORA DE OBRAS LTDA";"80.337.868/0001-10";"4790811.9900";"CP 31-2018 - EXECUÇÃO DAS OBRAS DA AVENIDA ITELO WEBER";"31/05/2019";"31/05/2019";"26/11/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"12 / 2019";"12 / 2019";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"869847.5700";"TP 1-2019 - REFORMA E AMPLIAÇÃO DO CMEI RAIO DE LUZ";"21/05/2019";"21/05/2019";"14/02/2020";"100";"Concluída"
